[0.00-2.88] 哈喽开始直播
[4635.06-4637.82] 为什么就是擦的还是他最合适啊
[4637.82-4639.38] 我都干起来就最过瘾
[4639.38-4641.22] 看着最什么生理上的喜欢啊
[4641.22-4643.74] 为什么没有更生理喜欢的来
[4643.74-4645.94] 那比小龙女漂亮一个level
[4645.94-4646.82] 会玩一个level
[4646.82-4647.94] 比杨过帅一个level
[4647.94-4650.62] 火箭火箭那个技术高一个level的
[4650.62-4652.38] 那你看他们俩就各自奔赴了
[4652.38-4654.62] 就交错而过
[4654.62-4655.42] 互道傻逼
[4655.42-4656.62] 各自奔赴
[4656.62-4660.14] 互道渣渣人渣互道人渣交错奔赴
[4660.14-4660.90] 擦
[4660.90-4662.78] 这就是事实
[4662.78-4663.06] 哎呀
[4663.06-4664.30] 七仙女之所以
[4664.34-4669.14] 天地玉皇大帝的管不住七仙女啊
[4669.14-4671.54] 就是因为董勇活好
[4671.54-4672.86] 就这么简单
[4672.86-4675.18] 董勇为什么那么那么迷恋七仙女
[4675.18-4677.10] 因为没有八仙女
[4677.10-4678.58] 要是有了八仙女
[4678.58-4678.90] 哎
[4678.90-4680.30] 董勇就是什么渣男啊
[4680.30-4681.02] 我操
[4681.02-4683.58] 所以这个事就是就这么简单啊
[4683.58-4685.54] 就是移情方能别恋
[4685.54-4687.90] 所有因为失恋啊
[4687.90-4688.54] 因为失恋
[4688.54-4689.06] 因为离婚
[4689.06-4690.22] 然后人都抑郁了
[4690.22-4691.98] 要跳楼自杀的很简单
[4691.98-4694.10] 站在桥栏杆上往下跳的很简单
[4694.10-4694.30] 来
[4694.34-4695.62] 一个更好的异性
[4695.62-4696.74] 秒
[4696.74-4697.90] 哼
[4697.90-4699.10] 呃
[4699.10-4700.54] 蹦着跳上去
[4700.54-4702.18] 世界就有了光啊
[4702.18-4705.42] 让我们看看他的故事是否能印证老王的推测
[4705.42-4707.50] 我太太是个德国人
[4707.50-4708.46] 白皮肤
[4708.46-4709.22] 金头发
[4709.22-4710.82] 蓝眼珠
[4710.82-4713.58] 完全满足了我小时候看童话故事
[4713.58-4716.30] 对欧洲小公主的洗脑想象
[4716.30-4717.26] 和他在一起后
[4717.26-4718.66] 我感觉我也成了小王子
[4718.66-4719.26] 我操
[4719.26-4720.22] 我估计这小子他妈
[4720.22-4720.94] 这小子太坏了
[4720.94-4722.58] 这台湾这小子他妈的
[4722.58-4724.10] 他太自私了
[4724.10-4727.66] 他没有写以下他省去了一千字
[4727.66-4729.14] 以下他省去了一千字
[4729.14-4732.26] 他漂亮的德国小鸡蛋
[4732.26-4735.22] 他德国他是在香港认识的
[4735.22-4737.38] 一定是个德国小鸡蛋
[4737.38-4739.22] 从小在香港长大的
[4739.22-4740.86] 里边是黄的
[4740.86-4743.42] 是可以讲香港话
[4743.42-4747.46] 是可以讲白话的
[4747.46-4753.54] 至少还可以吃香港的米粉的
[4753.54-4753.86] 还可以吃香港的米粉的
[4753.86-4760.02] 还可以在香港的就是粥粉面店点餐的
[4760.02-4761.42] 那个小鸡蛋
[4761.42-4761.82] 我操
[4761.82-4763.54] 这货是个小香蕉
[4763.54-4765.26] 当小香蕉碰到了小鸡蛋
[4765.26-4766.74] 那他妈的还要什么
[4766.74-4768.66] 比自己大九岁的骚俩娘们
[4768.66-4771.10] 他和他在一起的感觉
[4771.10-4772.98] 我也成了个小王子
[4772.98-4774.26] 以下省去一千字
[4774.26-4776.78] 性生活细节不不给我们描述了
[4776.78-4778.34] 然后他比我小一岁
[4778.34-4779.26] 1991年
[4779.26-4780.74] 然后我出生的
[4780.74-4782.46] 我们在香港相识
[4782.46-4783.86] 因为他的父亲和他母亲
[4783.86-4785.18] 搬到了香港
[4785.18-4786.06] 你看看
[4786.06-4791.62] 主要是因为看不上德国收容大量难民和德国的高税
[4791.62-4793.50] 他弟弟和他之后
[4793.50-4795.38] 因为不想待在德国
[4795.38-4796.42] 也搬到了香港
[4796.42-4799.30] 剩下他妈一个人住在了德国
[4799.30-4801.22] 他家境比我好
[4801.22-4803.74] 祖父是做餐具跟菜刀生意的
[4803.74-4804.70] 双粒人之类的
[4804.70-4808.18] 后来应该是把生意卖了
[4808.18-4809.82] 后来他爸转做珠宝生意
[4809.82-4810.98] 而时常到亚洲
[4810.98-4813.30] 外祖父是律师
[4813.30-4816.50] 我知道他们是用私人银行和Family Office的
[4816.50-4822.18] 双方父母都提议我们婚前签了婚前协议
[4822.18-4823.82] 离婚不分家产
[4823.82-4826.62] 我们结婚前就探讨过以后该住哪
[4826.62-4830.78] 当时他不喜欢香港的拥挤吵闹和湿热的天气
[4830.78-4832.82] 受不了香港职场的压力
[4832.82-4835.38] 和职场的卷文化
[4835.38-4837.58] 我知道他不是个事业型的女人
[4837.58-4838.86] 是贤妻良母型的
[4838.86-4840.58] 所以做好了跟他结婚
[4840.58-4843.02] 离开香港找个安乐的地方
[4843.30-4844.34] 找个家的准备
[4844.34-4847.54] 当时加拿大在香港反送中运动后
[4847.54-4851.18] 开放给了香港年轻人的特殊人才移民管道
[4851.18-4853.98] 硕士毕业便可申请三年工签
[4853.98-4856.10] 只要在加拿大全职工作一年
[4856.10-4858.10] 或兼职工作1600个小时
[4858.10-4859.46] 就可以申请PR
[4859.46-4860.78] 就是加拿大的枫叶卡
[4860.78-4863.90] 原本已经对猎头工作失去热情的我
[4863.90-4866.50] 于是为了移民就回到了这个行业
[4866.50-4868.10] 因为有这个技能
[4868.10-4872.10] 所以很快在正式的就在加拿大找到了全职的offer
[4872.10-4873.26] 底薪6万钱
[4873.30-4875.54] 加币还相当不错了
[4875.54-4877.62] 我们住在北温环境优美
[4877.62-4878.58] 生活舒适
[4878.58-4880.22] 但过了几个月后
[4880.22-4881.78] 在漫长的冬天的时候
[4881.78-4882.62] 他开始想家了
[4882.62-4883.50] 你们俩滑雪去
[4883.62-4885.14] 这两个笨蛋
[4885.14-4886.58] 北温离惠斯勒
[4886.58-4887.86] 高斯邦汀都好
[4888.06-4888.66] 你滑雪
[4888.66-4889.78] 你老婆就不想家了
[4889.78-4891.30] 白妞都喜欢玩
[4891.30-4893.02] 哎呦
[4893.02-4894.70] 滑雪老有意思了
[4894.70-4895.70] 贴地飞行
[4895.70-4896.82] 你看香港土豹子
[4896.82-4898.50] 你肯定不会滑雪
[4898.50-4899.78] 因为那没雪
[4900.06-4902.98] 他本身开始想家了
[4902.98-4904.70] 他本身就跟家里人
[4904.74-4905.62] 很亲
[4905.62-4906.54] 到了温哥华
[4906.54-4907.66] 没了家人在身边
[4907.66-4908.50] 又没朋友
[4908.50-4909.34] 他没工作
[4909.34-4910.18] 白天我上班
[4910.18-4911.26] 他自己在家
[4911.26-4912.10] 感到孤单
[4912.10-4913.46] 且失去了自我
[4913.46-4915.74] 我还算喜欢加拿大的生活
[4915.74-4916.22] 露营
[4916.22-4916.70] 骑车
[4916.70-4918.70] 自己动手拼家具修东西
[4918.70-4919.78] 但在事业上
[4919.78-4921.22] 我也感受到了限制
[4921.22-4921.54] 没错
[4921.54-4922.74] 这个地方不发展经济
[4922.74-4925.62] 这边的工作谈地友的速度特别慢
[4925.62-4927.18] 习惯了香港快节送
[4927.18-4928.18] 低税率
[4928.18-4929.26] 在这边交税
[4929.26-4929.90] 我真是交的
[4929.90-4931.30] 我心不甘情不愿
[4931.30-4932.18] 交了税之后
[4932.18-4934.38] 看到白左政府用在把我的钱
[4934.38-4934.62] 用在
[4934.62-4935.38] 吸毒者身上
[4935.38-4936.66] 更让我受不了
[4936.66-4938.02] 一开始还有野心
[4938.02-4939.30] 想再撑一年
[4939.30-4940.14] 拿到身份后
[4940.14-4942.06] 再想办法自己做点生意
[4942.06-4945.26] 但看到这边的官僚跟员工的懒
[4945.26-4947.66] 实在是不太适合丛林创业
[4947.66-4949.50] 转眼看着身边老去的白人
[4949.50-4951.70] 和大群的低等印度人
[4951.70-4953.78] 现在又没了美国大哥罩着
[4953.78-4957.02] 我似乎看不太到这个国家的希望
[4957.02-4958.22] 就像王哥所说的
[4958.22-4960.82] 温哥华是个先人退休的天堂
[4960.82-4962.86] 我自觉心里还有雄心壮志
[4962.86-4963.94] 今年35了
[4963.94-4964.62] 但在事业上
[4964.62-4966.02] 还没太大成就
[4966.02-4967.38] 中国人讲成家立业
[4967.38-4970.10] 我也想在结了婚
[4970.10-4971.26] 新定下来后
[4971.26-4972.66] 开创一番事业
[4972.66-4974.82] 所以我们夫妻决定9月中旬
[4974.82-4975.90] 交了PR申请
[4975.90-4976.70] 先回香港
[4976.70-4977.14] 还可以
[4977.58-4978.66] 先把PR拿下来
[4979.90-4982.26] 反正现在加拿大PR审批进度很慢
[4982.26-4984.26] 要等两年才能拿到身份
[4984.26-4986.26] 我可以在熟悉的主场发展事业
[4986.26-4989.10] 他也可以在香港和爸爸和弟弟团聚
[4989.10-4991.42] 我决定回香港后自己创业
[4991.42-4992.78] 担任公司做猎头
[4992.78-4993.94] 再慢慢成长
[4993.94-4996.42] 我最近发现了我命是商官格
[4996.42-4999.06] 也终于明白为什么多年以来
[4999.06-5000.62] 总是不喜欢帮人打工
[5000.62-5002.90] 但以前很难跟我爸说
[5003.06-5005.18] 因为我爸在同一个公司干了30年
[5005.18-5007.66] 最后爬到了大中华地区的VP的位置
[5007.66-5009.38] 然后退休的
[5009.38-5011.14] 原来我爹是个正官格的人
[5011.14-5013.18] 所以每次我跟他们说
[5013.18-5015.26] 我对做雇员很厌恶
[5015.26-5017.10] 都好像在否定我爹的一生
[5017.10-5019.78] 不过这次我爹似乎了解了
[5019.78-5022.14] 也不再给我以负面的评论
[5022.14-5023.78] 给王哥写信息上听听您
[5023.78-5025.30] 一针见血的建议
[5025.30-5027.06] 我总觉得自己自命不凡
[5027.06-5029.10] 觉得自己就是要当king
[5029.10-5030.18] 请问这是我的命
[5030.30-5030.94] 就是你的命
[5031.34-5032.58] 我就是这样的人
[5032.58-5034.66] 还是我只是个傻逼在做梦
[5035.34-5037.34] 傻逼的共识也是共识
[5037.98-5039.90] 傻逼在做梦也是梦想
[5041.22-5043.78] 抱歉不自觉给你写了本自传
[5043.78-5045.86] 不过因为我知道人的一念
[5045.86-5046.86] 就能改变命运
[5046.86-5048.22] 所以想把最全面的情况
[5048.22-5049.46] 都解释给老王
[5049.46-5050.94] 感谢您的耐心回复
[5050.94-5053.38] 如果有机会我离开温哥华前
[5053.78-5055.18] 能请您喝杯咖啡就好了
[5055.18-5056.90] 那你要带着德国小媳妇
[5057.14-5058.42] 你要是自己就算了
[5058.42-5061.26] 你德国小媳妇想家
[5061.42-5062.50] 你去工作了
[5062.50-5064.22] 没事我们可以玩
[5064.22-5065.30] 就是我放心
[5065.30-5066.42] 我只是跟他喝咖啡
[5067.10-5067.82] 就是聊聊天
[5067.82-5071.18] 请他吃吃列治文的香港早茶
[5071.18-5073.34] 你如果要是住在列治文
[5073.34-5075.42] 你老婆可能就没那么想家了
[5075.42-5077.02] 因为那就是香港
[5077.02-5078.06] 你跑到北温
[5078.06-5079.70] 你到北温那地方太鲜了
[5079.70-5081.26] 我的北温
[5081.26-5081.90] 嗯
[5081.90-5082.58] 嗯
[5082.58-5083.18] 嗯
[5083.18-5083.50] 北温
[5083.50-5083.74] 不是
[5083.74-5085.42] 你们这些年轻人住的地方
[5085.42-5086.94] 你知道北温西温呢
[5086.94-5089.14] 都是先人住的地方
[5089.14-5090.46] 那牛根生啊
[5090.46-5091.90] 这种人住的地方
[5091.90-5093.54] 就怕别人找着自己的人
[5094.66-5095.26] 好了啊
[5095.26-5096.70] 我们是很美
[5096.70-5097.30] 但是呢
[5097.30-5098.02] 这种美呢
[5098.02-5101.14] 就是他美的不尽人情吗
[5101.14-5102.74] 香港就是另一个极端了
[5102.74-5104.78] 那么列治文正好正好是一半一半的
[5104.78-5105.70] 但但是好了
[5105.70-5108.74] 我还不不乍着你们那个居住地点的选择了
[5108.74-5109.18] 但是呢
[5109.18-5111.42] 就是我跟你讲的就是你
[5111.74-5112.98] 你这个思路是对的
[5112.98-5113.38] 就是你
[5113.38-5115.22] 你还是要拿下PR的啊
[5115.22-5115.82] 无论如何
[5115.82-5117.46] 你应该保一个PR
[5117.46-5118.58] 其实最好是入籍
[5118.58-5120.42] 但是估计你老婆撑不住了啊
[5120.42-5122.78] 那你试试在列治文能不能撑住啊
[5122.78-5124.78] 列治文三号路附近租个公寓
[5124.78-5126.46] 没准他就撑得住了
[5126.46-5126.94] 哎呀
[5126.94-5128.42] 那人人人多呀
[5128.42-5128.70] 我操
[5128.70-5131.74] 都是香港熟悉的老大老大娘啊
[5131.74-5134.02] 吃吃饭碰着曹查理了
[5134.02-5134.18] 哎
[5134.18-5135.50] 就是地院黄雁吃饭
[5135.50-5137.06] 曹查理曹查理
[5137.90-5139.34] 对对你反正你也这么出来
[5139.34-5141.50] 因为他他老的脱了相了呢
[5141.50-5143.86] 嗯
[5143.86-5144.54] 然后你
[5145.90-5147.82] 你要是让我说猎头
[5147.82-5148.78] 我也不懂啊
[5148.78-5150.26] 但是我觉得你这种个性
[5150.26-5151.62] 你这种家庭成功背景
[5152.54-5152.82] 嗯
[5152.82-5154.34] 你完全可以在香港
[5155.10-5155.38] 啊
[5155.38-5156.78] 做出一番事业来啊
[5156.78-5158.94] 中共共产党也不会不会扔掉香港
[5159.74-5161.34] 将来有很多金融方面的东西
[5161.34-5163.50] 还必须通过香港来实施啊
[5164.30-5164.50] 呃
[5164.50-5169.26] 所以改开重新回补恢复之后
[5169.26-5170.98] 香港还会有一波小阳春啊
[5170.98-5172.70] 所以你在香港挺好的
[5173.58-5175.82] 去香港再干个两三年可以啊
[5176.58-5178.18] 然后
[5178.74-5179.70] 一定要坚持
[5180.50-5180.66] 啊
[5180.66-5182.90] 你要说能否成功就是一定要坚持
[5182.90-5183.38] 很简单
[5183.38-5183.98] 就是坚持
[5184.66-5186.62] 任何一个行业你坚持10年
[5186.62-5187.54] 你都能成功啊
[5187.54-5188.90] 除非你是个傻逼我操
[5188.90-5190.82] 否则你在任何一个行业坚持
[5190.82-5192.42] 指你坚持10年
[5192.42-5193.30] 你都能成功
[5193.74-5195.18] 哪怕你是做电站
[5195.66-5197.22] 哪怕你是去贩毒
[5198.54-5200.26] 哪怕你是研究偷东西
[5200.26-5200.94] 当小偷
[5200.98-5203.10] 你只要坚持10年以上
[5203.10-5204.30] 重复一个动作
[5204.30-5206.42] 你都能成为人才啊
[5206.42-5208.58] 所以这个事就是你只要选对了行
[5208.58-5210.70] 然后你就锚定了干
[5210.70-5212.38] 那就是什么不行啊
[5212.38-5213.70] 那肯定行啊啊
[5213.70-5216.62] 你也不要有太高的期期待啊
[5216.62-5219.18] 你说老王我要实现什么几个小目标
[5219.18-5219.78] 那不可能
[5219.78-5221.38] 那你要是说
[5221.38-5223.94] 挣到一个到温哥华安居乐业的钱
[5223.94-5224.86] 那你肯定可以
[5224.86-5227.14] 你老婆的心会变的啊
[5227.14-5229.02] 你就是你们家小鸡蛋的心是会变的
[5229.02-5229.58] 为什么
[5229.58-5230.98] 因为他现在是一个少女心
[5230.98-5232.70] 他当然觉得太闷了
[5232.70-5233.54] 被闷
[5233.54-5234.74] 被闷都快闷死了
[5234.74-5236.50] 所以你要么给他放烈日文
[5236.50-5238.18] 要么你就把他带回香港
[5239.30-5241.18] 然后等你挣点钱以后
[5241.18-5242.42] 你们肯定要生孩子
[5242.42-5244.54] 如果你们有两个小宝宝
[5244.54-5245.66] 小宝宝出生
[5246.90-5249.02] 小宝宝到四五岁的时候
[5249.02-5251.10] 你老婆会催着你回温哥华的
[5251.58-5253.90] 就是小鸡蛋会催你回温哥华的
[5253.90-5255.86] 因为他是前妻良母
[5256.50-5258.38] 所以他一旦有了孩子
[5258.78-5260.94] 他会比你还重视孩子的教育
[5260.98-5262.34] 你会排第二
[5262.34-5264.50] 那温哥华的优势一下出来了
[5265.10-5267.38] 回温哥华的教育比香港的教育好
[5267.38-5268.54] 好嘞
[5271.02-5272.50] 下一个百刀会员
[5272.50-5274.50] 漂亮性感小少妇
[5274.50-5276.58] 恳求王哥指点人生
[5276.58-5277.86] 括弧副照片
[5280.34-5281.30] 王哥您好
[5282.02-5283.66] 这个还可以
[5283.66-5285.38] 但是因为有刚才那个小少妇
[5285.38-5286.30] 把他给比下去了
[5286.30-5287.46] 但是也不丑
[5287.46-5288.38] 也挺漂亮的
[5288.38-5289.50] 王哥您好
[5289.50-5290.46] 我是您
[5290.46-5291.22] 河北老乡
[5291.22-5293.34] 每次每期听您讲话
[5293.34-5294.22] 都倍感亲切
[5294.22-5295.74] 洋气十足
[5295.74-5298.26] 我最近遇到了人生重大选择
[5298.26-5300.22] 人在海外很孤独无助
[5300.22-5301.70] 真切希望得到您的指点
[5301.70-5303.58] 我今年38岁
[5303.58-5305.34] 三年前离异无孩
[5305.34-5306.14] 但已动卵
[5306.14-5306.78] 聪明
[5307.78-5309.46] 现在一个人在洛杉矶工作
[5309.46-5310.34] 白领工作
[5310.34-5311.10] 收入中产
[5311.10-5313.82] 手头有可以买个小房子的首付
[5313.82-5317.22] 父母也在美国东海岸华人区生活
[5317.22-5319.82] 他们一辈子从底层打拼
[5319.82-5320.42] 吃苦耐劳
[5320.46-5322.14] 有一些小收入
[5322.14-5324.50] 自家在美国和国内都有房产
[5324.50-5325.98] 不能和富贵人家比
[5325.98-5328.10] 但也够用了
[5328.10-5331.06] 我的个人生活现在已经成了他们焦虑的重点
[5331.06-5334.38] 现在植入主题的找干嘛
[5334.38-5335.26] 现在找了个男朋友
[5335.26-5336.70] 我这个男朋友36岁
[5336.70-5340.46] 中国人在美国高校读博士
[5340.46-5343.18] 家里也没有经济支持
[5343.18-5346.58] 我这个男朋友和我交往了两年
[5346.58-5348.78] 我欣赏他聪明幽默
[5348.78-5349.62] 长得干净
[5349.62-5350.42] 他
[5350.46-5352.14] 可能也觉得我温柔包容
[5352.14-5353.02] 会照顾人
[5353.02-5355.22] 相处很开心
[5355.22-5358.14] 现在我们在加州南北两地
[5358.14-5360.30] 他一心想当教授搞科研
[5360.30-5361.10] 在旧军山
[5361.10-5365.86] 可现在在美国经济美国状况不乐观
[5365.86-5368.42] 他找了两年也没结果
[5368.42-5370.86] 他也不想去科技公司或者搞金融
[5370.86-5373.34] 说这些工作都不如当教授稳定
[5373.34-5374.94] 还常说中国生活好
[5374.94-5375.54] 成本低
[5375.54-5378.14] 好像回国就什么都比美国好
[5378.14-5380.42] 尤其最近我们最近产生了很大
[5380.46-5381.22] 的矛盾
[5381.22-5383.02] 我问他有无考虑过结婚
[5383.02-5385.06] 并且愿意给他办绿卡
[5385.06-5387.14] 也好助他在美国找到份工作
[5387.14-5389.30] 我们好早日时间稳定
[5389.30-5391.18] 可他态度犹豫
[5391.18-5392.82] 说要靠自己找工作
[5392.82-5396.10] 并且要先看我能否怀孕
[5396.10-5397.26] 再考虑结婚
[5397.26-5399.66] 我操这念到词
[5399.66-5400.10] 已知道
[5400.10-5401.02] 已知此难
[5401.02-5402.10] 不想跟你结婚了
[5402.10-5402.90] 哈哈
[5402.90-5404.10] 嗯
[5404.10-5406.30] 说父母给他压力等等
[5406.30-5406.98] 啊
[5406.98-5408.02] 因为你比他大两岁
[5408.02-5410.26] 这会要是也是个三合四成的
[5410.26-5411.94] 他爸他妈不会同意跟你结婚的
[5411.94-5413.58] 在他爸他妈的眼里
[5413.58-5414.58] 他是个博士
[5414.58-5417.18] 他就他等于是个王子
[5417.18-5418.54] 你还比他大两岁
[5418.54-5419.86] 你就是个保姆啊
[5419.86-5421.26] 你你清醒一点啊
[5421.26-5425.62] 呃他回国是要跟一个25岁的女孩结婚的
[5425.62-5426.78] 你都38了
[5426.78-5427.42] 我靠
[5427.42-5430.54] 我当然理解他家对独生子子
[5430.54-5432.66] 呃对独子生育的需求
[5432.66-5434.74] 那25岁的不比你能生吗
[5434.74-5435.86] 也和他说过
[5435.86-5437.22] 如果怀了就生下来
[5437.22-5439.94] 可他现在拿这个作为结婚条件
[5439.94-5440.22] 让我
[5440.22-5442.58] 我倍感受轻视了
[5442.58-5446.18] 并怀疑他并未认真考虑和我的未来
[5446.18-5447.30] 这对我打击很大
[5447.30-5448.78] 是我太敏感了吗
[5448.78-5448.94] 哎
[5448.94-5450.42] 闺女不是你太敏感了
[5450.42-5452.50] 是他妈你太不敏感了
[5452.50-5454.38] 这这孙子就是玩你呢
[5454.38-5455.34] 哎呦
[5455.34-5457.10] 你你这还看不出来
[5457.10-5458.26] 你白在社会上混了
[5458.26-5459.50] 你还离过一次婚吧
[5459.50-5460.18] 是不是
[5460.18-5461.54] 离婚五行
[5461.54-5462.66] 你白结过一次婚了
[5462.66-5466.90] 这难的不就是把你当个免费老妈子
[5466.90-5467.06] 啊
[5467.06-5469.74] 还再加上一个晚上还能暖被窝的肉皮
[5469.74-5470.42] 肉变气
[5470.42-5473.02] 我他根本就没想跟你结婚
[5473.02-5474.62] 人家是要回国
[5474.62-5475.94] 我操当王子
[5475.94-5478.62] 操当他妈的什么归来的学者
[5478.62-5481.26] 钱钱学森什么杨振宁
[5481.26-5482.90] 找个20来岁的小姑娘啊
[5482.90-5484.50] 那也比你那个搞不好
[5484.50-5486.50] 人家里都给人介绍了啊
[5486.50-5488.58] 从现实的角度考虑
[5488.58-5493.86] 我当然也迫切的想安定下来和喜欢的人组建家庭生育子女
[5493.86-5495.38] 未来也想在美国生活
[5495.38-5497.10] 他不稳定的工作经济现状
[5497.10-5498.50] 平时小气啊
[5498.50-5499.42] 我都可以包容
[5499.42-5503.18] 可他现在不确定还拿生孩子当理由的态度着实令我失望
[5503.18-5505.58] 在我看来这很幼稚
[5505.58-5506.38] 不负责任啊
[5506.38-5507.06] 这不是幼稚啊
[5507.06-5508.22] 这是老奸巨猾啊
[5508.22-5509.66] 操这个理由我操
[5509.66-5511.78] 现在简直是太完美了
[5511.78-5515.54] 这博士你怎么能叫一个又博士最最坏了啊
[5515.54-5516.94] 脑子就够使
[5516.94-5522.54] 那我甚至也想到他回国也不难找对象啊
[5522.54-5523.30] 不是不难啊
[5523.30-5524.22] 是一堆人等着呢
[5524.22-5526.34] 早晚可能会抛弃我啊
[5526.34-5527.58] 把那个早晚去掉啊
[5527.58-5529.38] 把那个可能会去掉啊
[5529.42-5531.86] 把它改成一回国
[5531.86-5533.70] 然后就是会抛弃我啊
[5533.70-5539.34] 我19岁来美国读本硕
[5539.34-5541.54] 一直很努力的在大公司打拼
[5541.54-5544.58] 原来觉得有个工作就好啊
[5544.58-5546.26] 要找个好老公相夫教子
[5546.26-5548.70] 可是上一段婚姻让我更意识到了
[5548.70-5550.78] 靠自己才能有真正的安全感
[5550.78-5554.10] 我这两年为了工作搬到了新城市很拼
[5554.10-5555.50] 但也对未来很迷茫
[5555.50-5557.34] 我相信玄学
[5557.34-5559.38] 我的八字一直被说不立婚姻
[5559.42-5561.26] 所以我也想认命了
[5561.26-5562.70] 当然也心急
[5562.70-5564.38] 知道生孩子的事不能拖
[5564.38-5567.30] 所以还没做好自己抚养的心理准备
[5567.30-5569.86] 毕竟得先有个靠谱的伴侣
[5569.86-5572.02] 共同给孩子一个健康的成长环境
[5572.02-5573.50] 我现在犹豫的选择
[5573.50-5575.38] 一珍惜这个男友
[5575.38-5576.66] 继续尝试自然怀孕
[5576.66-5578.30] 不考虑结婚和他的未来
[5578.30-5579.98] 准备好自己抚养孩子
[5579.98-5580.78] 可说实话
[5580.78-5582.22] 心里已经有了芥蒂
[5582.22-5582.82] 想放手
[5582.82-5584.42] 以免未来被伤害更深
[5584.42-5586.74] 那你既然不不用让他抚养
[5586.74-5587.90] 那你跟他生干什么呀
[5587.90-5588.78] 呃
[5588.78-5589.42] 他精子好
[5589.42-5592.18] 二买精子自己怀
[5592.18-5593.42] 二都比一强
[5593.42-5594.46] 反正都是你养
[5594.46-5595.98] 三再等等
[5595.98-5597.50] 这两年努力找个好伴侣
[5597.50-5598.46] 以后考虑代孕
[5598.46-5599.38] 我觉得三挺好的
[5599.38-5603.98] 而且你得你得抓紧找了
[5603.98-5605.42] 你不能再浪费时间了
[5605.42-5606.22] 你已经38了
[5606.22-5609.82] 你跟你的36岁跟这个货都浪费了两年
[5609.82-5611.62] 这这如此之宝贵的两年
[5611.62-5613.14] 我操你现在的状态
[5613.14-5615.26] 就像一个懂吗
[5615.26-5618.58] 就是你的时间过得飞快
[5619.42-5623.82] 你这别人没怎么觉得老
[5623.82-5625.18] 你就是已经垮老了
[5625.18-5626.66] 因为38和40
[5626.66-5627.90] 那就是质的区别了
[5627.90-5628.94] 啊
[5628.94-5632.10] 四提前积极做好孤岛孤独终老的准备
[5632.10-5633.30] 嗯
[5633.30-5636.58] 女人尤其是像你这样的女人长得也挺骚的
[5636.58-5638.50] 也挺呃也挺漂亮的
[5638.50-5642.38] 你想嫁是不不不会嫁不出去的啊
[5642.38-5644.58] 就是找一个什么样的人嫁啊
[5644.58-5645.82] 嗯
[5645.82-5646.38] 那你
[5646.38-5648.38] 哈哈
[5648.38-5649.38] 哈哈
[5649.42-5650.30] ,其实吧
[5650.30-5654.42] 你这心里边总是有一个结婚的这个嗯怎么讲呢
[5654.42-5659.34] 叫结婚的这么一个魔咒啊
[5659.34-5660.18] 嗯
[5660.18-5663.30] 你知道你知道为什么结婚吗
[5663.30-5664.90] 你你回答我
[5664.90-5668.02] 包括屏幕前现在咱们3000多位
[5668.02-5671.14] 你们你们回答我
[5671.14-5672.94] 为什么结婚
[5672.94-5673.82] 为什么结婚
[5673.82-5675.62] 人为什么结婚
[5675.62-5677.22] 为什么要生孩子
[5677.22-5681.44] 为什么要共同抚养孩子
[5681.44-5683.24] 就是很多不结婚的人
[5683.36-5686.20] 就是因为自己说服不了自己这个理由
[5686.20-5687.20] 我为什么就非得结婚
[5687.20-5688.08] 有些女生
[5688.08-5689.52] 我要想我要想要孩子
[5689.52-5690.72] 我就自己买个精子
[5690.72-5691.52] 自己生自己养
[5691.52-5695.72] 不我又尤其是有丰厚收入的女生
[5695.72-5697.36] 对吧
[5697.36-5698.52] 其实是不差钱啊
[5698.52-5699.32] 他有的是钱
[5699.32-5701.00] 我自己养不一样吗
[5701.00-5706.32] 我他妈干嘛要找一个不合适的人
[5706.32-5706.72] 为什么
[5706.72-5709.20] 为了生小孩
[5709.20-5713.08] 找个像老王一样的老实人结婚吧
[5713.08-5714.00] 我也不老实啊
[5714.00-5715.96] 就是呃我跟你们讲啊
[5715.96-5717.20] 就是为了老
[5717.20-5720.00] 就是为了自己老和病的那一天
[5720.00-5722.20] 你要是不老不病啊
[5722.20-5723.96] 傻逼才结婚啊
[5723.96-5727.28] 如果人人都能保持三四十岁的状态
[5727.28-5730.28] 就是人类在三四十岁的状态中
[5730.28-5732.72] 就是人类最成熟最聪明
[5732.72-5735.24] 最棒的时代时代
[5735.24-5736.32] 男女都一样啊
[5736.32-5738.48] 三四十岁这种正常人啊
[5738.48-5739.76] 三四十岁这种状态
[5739.76-5741.56] 因为再年轻的话
[5741.56-5742.64] 思想不成熟
[5742.64-5743.64] 再老的话
[5743.64-5745.36] 肉体开始衰衰退啊
[5745.36-5745.72] 就是三四十岁这种状态啊
[5745.96-5746.72] 二十岁的状态
[5746.72-5748.52] 如果人类是神啊
[5748.52-5750.44] 一直能把傻逼才结婚
[5750.44-5751.52] 就这么讲
[5751.52-5752.20] 多自由啊
[5752.20-5753.28] 想去哪去哪
[5753.28-5755.76] 但是人总会有老有死的时候啊
[5755.76-5757.64] 就这就像郑旋波一样
[5757.64-5758.40] 你有往上走
[5758.40-5760.64] 你就会往下跌
[5760.64-5763.32] 所以当你病了的时候
[5763.32-5766.56] 当你住到医院ICU的时候
[5766.56-5770.80] 我告诉你有家人陪伴你非常重要
[5770.80-5772.96] 当你被一个车撞了个弧线
[5772.96-5775.40] 撞腿撞断了双腿的时候
